yearID,teamID,W,G,R,RA,HR,H,SO,SV,attendance,ERA
2022,NYA,99,162,807,567,254,1308,1391.0,47,3136207.0,3.3044776119402983
2022,OAK,60,162,568,770,137,1147,1389.0,34,787902.0,4.53680766534237
2022,SEA,90,162,690,623,197,1236,1397.0,40,2287267.0,3.588804422944022
2022,TBA,86,162,666,614,139,1294,1395.0,44,1128127.0,3.410262363594149
2022,TEX,68,162,707,743,198,1308,1446.0,37,2011361.0,4.220905923344947
2022,TOR,92,162,775,679,200,1464,1242.0,46,2653830.0,3.8901480111008326
2022,ARI,74,162,702,740,173,1232,1341.0,33,1605199.0,4.254545454545455
2022,ATL,101,162,789,609,243,1394,1498.0,55,3129931.0,3.455801104972376
2022,CHN,74,162,657,731,159,1293,1448.0,44,2616780.0,4.027245439852228
2022,CIN,62,162,648,815,156,1264,1430.0,31,1395770.0,4.862529274004684
2022,COL,68,162,698,873,149,1408,1330.0,43,2597428.0,5.076707202993452
2022,LAN,111,162,847,513,212,1418,1374.0,43,3861408.0,2.796738631143776
2022,MIA,69,162,586,676,144,1241,1429.0,41,907487.0,3.869666048237477
2022,MIL,86,162,725,688,219,1271,1464.0,52,2422420.0,3.827800829875519
2022,NYN,101,162,772,606,171,1422,1217.0,41,2564737.0,3.584569045412419
2022,PHI,87,162,747,685,205,1392,1363.0,42,2276736.0,3.9759626604434075
2022,PIT,62,162,591,817,158,1186,1497.0,33,1257458.0,4.661505981703026
2022,SDN,89,162,705,660,153,1317,1327.0,48,2987470.0,3.809930715935335
2022,SFN,81,162,716,697,183,1261,1462.0,39,2482686.0,3.862526168876483
2022,SLN,93,162,772,637,197,1386,1226.0,37,3320551.0,3.7926631065706986
2022,WAS,55,162,603,855,136,1351,1221.0,28,2026401.0,5.004722550177095
2023,BAL,101,162,807,678,183,1399,1370.0,49,1936798.0,3.9066727814721394
2023,BOS,78,162,772,776,182,1437,1372.0,43,2672130.0,4.518881118881119
2023,CHA,61,162,641,841,171,1308,1424.0,28,1669628.0,4.878230500582072
2023,CLE,76,162,662,697,124,1379,1142.0,47,1834068.0,3.9702216066481992
2023,DET,78,162,661,740,165,1292,1473.0,41,1612876.0,4.24312456667437
2023,HOU,90,162,827,698,222,1441,1241.0,42,3052347.0,3.9416512915129154
2023,KCA,56,162,676,859,163,1325,1396.0,28,1307052.0,5.167494677075941
2023,LAA,73,162,739,829,231,1346,1524.0,43,2640575.0,4.639348079161816
2023,MIN,87,162,778,659,233,1336,1654.0,38,1974124.0,3.8695452457510338
2023,NYA,82,162,673,698,219,1207,1427.0,44,3269016.0,3.9696689048390827
2023,OAK,50,162,585,924,171,1187,1496.0,29,832352.0,5.483681615402676
2023,SEA,88,162,758,659,210,1332,1603.0,44,2690418.0,3.738270469181233
2023,TBA,99,162,860,665,230,1432,1420.0,45,1440301.0,3.869625520110957
2023,TEX,90,162,881,716,233,1470,1416.0,30,2533044.0,4.279647249941982
2023,TOR,89,162,746,671,188,1423,1303.0,51,3021904.0,3.788059701492537
2023,ARI,84,162,746,761,166,1359,1247.0,44,1961182.0,4.483279145378542
2023,ATL,104,162,947,716,307,1543,1289.0,52,3191505.0,4.1375
2023,CHN,83,162,819,723,196,1399,1391.0,35,2775149.0,4.094519275429633
2023,CIN,82,162,783,821,198,1371,1500.0,53,2038302.0,4.833487725798982
2023,COL,59,162,721,957,163,1368,1543.0,32,2607935.0,5.683875530410184
2023,LAN,100,162,906,699,249,1422,1359.0,44,3837079.0,4.057156026734271
2023,MIA,84,162,666,723,166,1423,1287.0,43,1162819.0,4.213655364607525
2023,MIL,92,162,728,647,165,1290,1412.0,46,2551347.0,3.72972972972973
2023,NYN,75,162,717,729,215,1276,1331.0,34,2573555.0,4.2955989644622266
2023,PHI,90,162,796,715,220,1417,1481.0,45,3052605.0,4.030968338340652
2023,PIT,76,162,692,790,159,1293,1464.0,47,1630624.0,4.613286713286714
2023,SDN,82,162,752,648,205,1316,1311.0,36,3271554.0,3.734906315058987
2023,SFN,79,162,674,719,174,1271,1492.0,50,2500153.0,4.0211431226765795
2023,SLN,71,162,719,829,209,1376,1326.0,36,3241091.0,4.832905484247375
2023,WAS,71,162,700,845,151,1401,1149.0,42,1865832.0,5.02193698949825
